food_type,vehicle_type,time_of_day,travel_hours,ambient_temp_c,humidity_pct,container_temp_c,quantity,vehicle_compatible,temp_deviation,food_sensitivity,vehicle_efficiency,spoilage_probability,spoiled,risk_level
Vegetables,Normal Truck,evening,16.17,21.59,45.81,20.51,439,0,14.51,0.5,0.0,0.7978,1,High
Fruits,Frozen Container,afternoon,18.87,27.85,61.26,2.81,566,1,4.69,0.4,0.95,0.4139,0,Medium
Fish,Refrigerated Truck,morning,19.35,26.03,63.67,2.85,954,1,1.85,0.95,0.75,0.5959,1,Medium
Milk,Refrigerated Truck,afternoon,4.83,36.69,43.43,5.8,309,1,2.8,0.8,0.75,0.3644,0,Medium
Vegetables,Normal Truck,night,20.36,27.72,79.84,26.33,534,0,20.33,0.5,0.0,0.9122,1,High
Vegetables,Frozen Container,afternoon,20.31,27.56,68.9,-3.23,575,1,9.23,0.5,0.95,0.5676,1,Medium
Eggs,Refrigerated Truck,afternoon,15.48,18.52,54.29,6.09,699,1,2.59,0.6,0.75,0.4488,0,Medium
Eggs,Normal Truck,morning,11.06,40.53,74.61,38.5,742,0,35.0,0.6,0.0,0.83,1,High
Vegetables,Frozen Container,evening,15.98,18.99,48.21,-3.5,559,1,9.5,0.5,0.95,0.4872,0,Medium
Vegetables,Refrigerated Truck,night,24.7,24.21,87.28,6.71,603,1,0.71,0.5,0.75,0.4944,0,Medium
Milk,Refrigerated Truck,night,4.14,19.19,91.17,4.77,281,1,1.77,0.8,0.75,0.463,0,Medium
Fish,Frozen Container,afternoon,12.82,30.15,52.48,-4.33,962,1,5.33,0.95,0.95,0.495,0,Medium
Vegetables,Normal Truck,evening,21.05,15.63,44.66,14.84,92,0,8.84,0.5,0.0,0.777,1,High
Milk,Normal Truck,evening,4.0,15.18,92.61,14.42,326,0,11.42,0.8,0.0,0.7362,1,High
Vegetables,Frozen Container,night,23.69,24.92,50.19,-0.88,540,1,6.88,0.5,0.95,0.4471,0,Medium
Fruits,Refrigerated Truck,afternoon,23.4,25.16,41.15,7.81,417,1,0.31,0.4,0.75,0.4736,0,Medium
Milk,Normal Truck,afternoon,20.69,18.28,54.05,17.37,885,0,14.37,0.8,0.0,0.9088,1,High
Dairy,Normal Truck,morning,28.88,30.91,89.27,29.37,827,0,25.37,0.7,0.0,1.0,1,High
Meat,Refrigerated Truck,morning,18.31,38.2,84.65,2.94,941,1,2.94,0.9,0.75,0.6442,1,High
Meat,Frozen Container,morning,27.99,24.06,60.47,0.5,876,1,0.5,0.9,0.95,0.5472,1,Medium
Vegetables,Refrigerated Truck,night,5.4,17.96,88.78,7.95,937,1,1.95,0.5,0.75,0.3297,0,Medium
Meat,Refrigerated Truck,evening,26.62,18.88,69.92,6.53,198,1,6.53,0.9,0.75,0.7451,1,High
Dairy,Frozen Container,evening,20.37,17.66,69.98,-2.31,284,1,6.31,0.7,0.95,0.5704,1,Medium
Vegetables,Normal Truck,morning,6.61,21.56,79.93,20.48,332,0,14.48,0.5,0.0,0.7293,1,High
Eggs,Normal Truck,afternoon,17.18,33.94,67.96,32.24,752,0,28.74,0.6,0.0,0.9484,1,High
Dairy,Frozen Container,evening,21.29,28.1,75.0,-0.66,177,1,4.66,0.7,0.95,0.5783,1,Medium
Milk,Normal Truck,evening,29.77,16.49,62.08,15.66,923,0,12.66,0.8,0.0,0.9122,1,High
Meat,Frozen Container,morning,17.54,37.79,73.88,1.88,972,1,1.88,0.9,0.95,0.5826,1,Medium
Vegetables,Refrigerated Truck,afternoon,23.31,18.95,81.02,6.5,63,1,0.5,0.5,0.75,0.4165,0,Medium
Fruits,Normal Truck,night,11.15,17.23,56.81,16.37,873,0,8.87,0.4,0.0,0.611,1,High
Eggs,Normal Truck,night,22.22,28.29,72.62,26.88,854,0,23.38,0.6,0.0,0.9843,1,High
Dairy,Normal Truck,afternoon,21.48,18.09,74.08,17.18,821,0,13.18,0.7,0.0,0.9059,1,High
Milk,Frozen Container,evening,15.47,24.63,43.57,-2.75,385,1,5.75,0.8,0.95,0.4743,0,Medium
Vegetables,Refrigerated Truck,night,20.94,27.07,54.84,3.93,109,1,2.07,0.5,0.75,0.4341,0,Medium
Fruits,Refrigerated Truck,afternoon,21.82,39.29,68.45,4.24,481,1,3.26,0.4,0.75,0.4969,0,Medium
Dairy,Frozen Container,morning,14.15,20.39,52.13,3.01,812,1,0.99,0.7,0.95,0.4578,0,Medium
Dairy,Normal Truck,morning,13.79,35.18,83.21,33.42,448,0,29.42,0.7,0.0,0.9722,1,High
Dairy,Frozen Container,afternoon,22.92,37.98,92.27,-3.16,886,1,7.16,0.7,0.95,0.579,1,Medium
Fruits,Frozen Container,morning,18.4,33.83,78.37,2.83,926,1,4.67,0.4,0.95,0.4065,0,Medium
Fish,Refrigerated Truck,evening,14.03,28.09,86.31,4.89,982,1,3.89,0.95,0.75,0.6188,1,High
Vegetables,Refrigerated Truck,afternoon,4.26,37.65,67.31,6.68,690,1,0.68,0.5,0.75,0.2911,0,Low
Vegetables,Refrigerated Truck,morning,6.45,34.48,47.44,7.54,592,1,1.54,0.5,0.75,0.2961,0,Low
Vegetables,Refrigerated Truck,afternoon,3.02,25.44,55.16,3.5,319,1,2.5,0.5,0.75,0.2921,0,Low
Dairy,Frozen Container,afternoon,25.65,25.24,48.6,-4.66,277,1,8.66,0.7,0.95,0.626,1,High
Milk,Frozen Container,evening,4.42,18.55,80.28,4.63,252,1,1.63,0.8,0.95,0.3465,0,Medium
Eggs,Frozen Container,morning,3.46,29.31,54.31,-0.06,362,1,3.56,0.6,0.95,0.2863,0,Low
Milk,Frozen Container,evening,29.22,24.13,59.22,-4.78,474,1,7.78,0.8,0.95,0.6759,1,High
Fruits,Frozen Container,afternoon,4.49,36.46,69.98,-3.85,713,1,11.35,0.4,0.95,0.4008,0,Medium
Milk,Frozen Container,afternoon,17.37,34.55,52.44,-0.15,659,1,3.15,0.8,0.95,0.5455,1,Medium
Fruits,Normal Truck,afternoon,20.6,23.83,45.37,22.64,193,0,15.14,0.4,0.0,0.89,1,High
Dairy,Frozen Container,night,5.13,20.34,93.79,2.86,292,1,1.14,0.7,0.95,0.3351,0,Medium
Eggs,Normal Truck,night,17.26,26.38,81.48,25.06,704,0,21.56,0.6,0.0,0.9541,1,High
Dairy,Refrigerated Truck,evening,28.51,23.4,81.29,2.16,930,1,1.84,0.7,0.75,0.5792,1,Medium
Milk,Refrigerated Truck,evening,27.46,23.08,67.38,4.23,823,1,1.23,0.8,0.75,0.5096,1,Medium
Fish,Frozen Container,morning,29.01,23.5,68.78,-1.43,969,1,2.43,0.95,0.95,0.5977,1,Medium
Milk,Normal Truck,morning,10.75,35.35,50.77,33.58,287,0,30.58,0.8,0.0,0.8539,1,High
Vegetables,Refrigerated Truck,night,6.65,24.2,59.97,3.66,332,1,2.34,0.5,0.75,0.3382,0,Medium
Dairy,Normal Truck,night,7.66,17.76,89.17,16.88,941,0,12.88,0.7,0.0,0.7678,1,High
Dairy,Refrigerated Truck,afternoon,4.34,41.83,84.2,3.92,863,1,0.08,0.7,0.75,0.4032,0,Medium
Milk,Frozen Container,morning,29.56,36.03,74.91,4.97,309,1,1.97,0.8,0.95,0.6101,1,High
Fish,Normal Truck,night,22.14,28.35,44.37,26.94,694,0,25.94,0.95,0.0,1.0,1,High
Fish,Normal Truck,night,26.03,27.29,69.74,25.92,260,0,24.92,0.95,0.0,1.0,1,High
Milk,Normal Truck,night,15.84,27.42,58.44,26.05,326,0,23.05,0.8,0.0,0.9927,1,High
Vegetables,Refrigerated Truck,afternoon,22.13,29.34,89.79,4.7,356,1,1.3,0.5,0.75,0.5421,1,Medium
Dairy,Normal Truck,morning,24.57,40.78,53.97,38.74,338,0,34.74,0.7,0.0,1.0,1,High
Vegetables,Normal Truck,night,4.98,19.72,40.21,18.74,96,0,12.74,0.5,0.0,0.6626,1,High
Vegetables,Normal Truck,night,4.03,16.16,58.72,15.35,491,0,9.35,0.5,0.0,0.6072,1,High
Milk,Frozen Container,afternoon,12.09,19.85,81.97,1.53,998,1,1.47,0.8,0.95,0.5002,1,Medium
Fruits,Frozen Container,afternoon,20.22,41.6,40.01,-3.89,492,1,11.39,0.4,0.95,0.5447,1,Medium
Dairy,Refrigerated Truck,afternoon,26.21,32.76,60.92,6.81,591,1,2.81,0.7,0.75,0.566,1,Medium
Dairy,Refrigerated Truck,afternoon,9.84,41.18,56.07,6.96,996,1,2.96,0.7,0.75,0.4299,0,Medium
Fish,Normal Truck,night,2.5,29.44,79.97,27.97,812,0,26.97,0.95,0.0,0.9138,1,High
Fish,Frozen Container,night,5.15,25.56,69.74,-2.37,985,1,3.37,0.95,0.95,0.5449,1,Medium
Milk,Normal Truck,night,9.95,27.37,44.08,26.0,383,0,23.0,0.8,0.0,0.9257,1,High
Milk,Frozen Container,evening,4.21,18.59,83.7,-0.71,719,1,3.71,0.8,0.95,0.4873,0,Medium
Fish,Refrigerated Truck,afternoon,18.05,35.79,53.88,5.59,918,1,4.59,0.95,0.75,0.62,1,High
Milk,Refrigerated Truck,night,28.76,15.38,78.19,3.9,473,1,0.9,0.8,0.75,0.6301,1,High
Vegetables,Refrigerated Truck,evening,5.85,20.11,49.07,5.64,455,1,0.36,0.5,0.75,0.3384,0,Medium
Fruits,Frozen Container,night,20.94,16.98,52.88,-0.12,125,1,7.62,0.4,0.95,0.5613,1,Medium
Dairy,Refrigerated Truck,night,18.82,26.15,67.84,4.44,136,1,0.44,0.7,0.75,0.5086,1,Medium
Fish,Frozen Container,night,15.15,21.76,66.01,-3.04,916,1,4.04,0.95,0.95,0.5455,1,Medium
Fish,Normal Truck,night,7.8,22.75,40.3,21.61,351,0,20.61,0.95,0.0,0.8871,1,High
Eggs,Normal Truck,morning,18.02,31.84,56.14,30.25,431,0,26.75,0.6,0.0,0.9548,1,High
Milk,Normal Truck,night,4.44,24.26,46.26,23.04,868,0,20.04,0.8,0.0,0.8403,1,High
Eggs,Normal Truck,night,21.66,29.89,47.23,28.4,607,0,24.9,0.6,0.0,0.9926,1,High
Fruits,Normal Truck,night,13.81,21.17,89.92,20.11,158,0,12.61,0.4,0.0,0.6981,1,High
Fruits,Refrigerated Truck,evening,28.71,25.82,87.46,2.31,223,1,5.19,0.4,0.75,0.5832,1,Medium
Fruits,Frozen Container,evening,3.14,28.07,54.12,-1.16,373,1,8.66,0.4,0.95,0.234,0,Low
Fish,Frozen Container,night,17.39,28.5,62.23,-1.45,804,1,2.45,0.95,0.95,0.5352,1,Medium
Eggs,Refrigerated Truck,evening,20.09,24.7,88.84,5.01,315,1,1.51,0.6,0.75,0.51,1,Medium
Dairy,Frozen Container,morning,27.27,19.79,69.37,3.2,345,1,0.8,0.7,0.95,0.5317,1,Medium
Milk,Refrigerated Truck,night,10.26,22.29,71.75,2.74,406,1,0.26,0.8,0.75,0.3685,0,Medium
Eggs,Normal Truck,afternoon,25.68,36.7,63.65,34.86,660,0,31.36,0.6,0.0,1.0,1,High
Fruits,Frozen Container,morning,10.58,39.3,64.55,-1.16,915,1,8.66,0.4,0.95,0.4956,0,Medium
Milk,Frozen Container,evening,10.93,23.73,60.41,-4.73,874,1,7.73,0.8,0.95,0.4607,0,Medium
Vegetables,Normal Truck,night,12.49,17.5,63.68,16.63,245,0,10.63,0.5,0.0,0.7204,1,High
Meat,Refrigerated Truck,night,2.19,20.79,83.54,3.87,444,1,3.87,0.9,0.75,0.4669,0,Medium
Dairy,Normal Truck,night,12.21,18.27,94.34,17.35,882,0,13.35,0.7,0.0,0.8496,1,High
Fruits,Refrigerated Truck,evening,7.85,28.88,62.78,2.14,612,1,5.36,0.4,0.75,0.3733,0,Medium
Fish,Normal Truck,evening,15.66,16.95,85.95,16.1,598,0,15.1,0.95,0.0,0.9691,1,High
Eggs,Refrigerated Truck,night,29.86,23.18,44.85,7.77,108,1,4.27,0.6,0.75,0.5623,1,Medium
Vegetables,Normal Truck,morning,29.18,38.89,93.91,36.94,538,0,30.94,0.5,0.0,1.0,1,High
Dairy,Normal Truck,evening,25.48,20.34,85.47,19.33,158,0,15.33,0.7,0.0,1.0,1,High
Fish,Refrigerated Truck,morning,16.21,36.29,52.93,5.35,188,1,4.35,0.95,0.75,0.6246,1,High
Fruits,Frozen Container,morning,19.53,31.2,62.1,2.35,322,1,5.15,0.4,0.95,0.382,0,Medium
Meat,Refrigerated Truck,morning,24.19,30.46,80.19,2.24,569,1,2.24,0.9,0.75,0.7589,1,High
Fish,Frozen Container,night,18.6,23.99,59.44,3.7,608,1,2.7,0.95,0.95,0.5169,1,Medium
Fruits,Refrigerated Truck,evening,17.38,15.87,77.44,7.26,986,1,0.24,0.4,0.75,0.4215,0,Medium
Vegetables,Refrigerated Truck,evening,10.47,22.37,68.73,4.65,265,1,1.35,0.5,0.75,0.3685,0,Medium
Fish,Frozen Container,night,15.79,23.66,87.61,-0.92,780,1,1.92,0.95,0.95,0.5869,1,Medium
Vegetables,Frozen Container,morning,15.34,44.9,43.27,-0.61,990,1,6.61,0.5,0.95,0.4665,0,Medium
Milk,Normal Truck,night,8.73,19.68,54.08,18.69,886,0,15.69,0.8,0.0,0.9245,1,High
Eggs,Frozen Container,night,23.35,28.94,41.68,1.93,884,1,1.57,0.6,0.95,0.4973,0,Medium
Meat,Refrigerated Truck,morning,12.04,39.72,55.33,5.17,745,1,5.17,0.9,0.75,0.5355,1,Medium
Fruits,Normal Truck,evening,6.0,26.3,82.29,24.99,177,0,17.49,0.4,0.0,0.7191,1,High
Milk,Frozen Container,morning,25.69,34.57,44.87,2.23,314,1,0.77,0.8,0.95,0.588,1,Medium
Eggs,Refrigerated Truck,evening,11.77,16.66,84.45,6.19,734,1,2.69,0.6,0.75,0.4005,0,Medium
Fruits,Normal Truck,evening,16.63,19.49,44.23,18.52,424,0,11.02,0.4,0.0,0.7063,1,High
Dairy,Refrigerated Truck,afternoon,21.88,36.01,51.61,3.69,339,1,0.31,0.7,0.75,0.5436,1,Medium
Eggs,Refrigerated Truck,night,13.34,28.59,57.68,7.05,614,1,3.55,0.6,0.75,0.387,0,Medium
Fruits,Normal Truck,evening,12.02,24.72,46.76,23.48,386,0,15.98,0.4,0.0,0.752,1,High
Eggs,Frozen Container,night,14.58,23.79,74.36,1.37,613,1,2.13,0.6,0.95,0.3369,0,Medium
Dairy,Normal Truck,night,10.12,23.45,46.6,22.28,108,0,18.28,0.7,0.0,0.9125,1,High
Eggs,Refrigerated Truck,night,15.91,19.26,47.36,6.33,403,1,2.83,0.6,0.75,0.4272,0,Medium
Milk,Frozen Container,morning,16.31,19.27,55.19,3.96,343,1,0.96,0.8,0.95,0.4205,0,Medium
Meat,Normal Truck,afternoon,8.91,38.0,57.39,36.1,700,0,36.1,0.9,0.0,0.9134,1,High
Milk,Frozen Container,afternoon,10.77,39.3,89.05,-0.78,190,1,3.78,0.8,0.95,0.4995,0,Medium
Dairy,Frozen Container,morning,5.25,19.14,71.05,1.33,877,1,2.67,0.7,0.95,0.395,0,Medium
Fruits,Normal Truck,morning,9.8,21.5,77.19,20.42,842,0,12.92,0.4,0.0,0.6781,1,High
Dairy,Normal Truck,morning,15.31,35.13,94.97,33.37,962,0,29.37,0.7,0.0,0.9808,1,High
Vegetables,Normal Truck,evening,14.82,18.13,60.28,17.23,285,0,11.23,0.5,0.0,0.7499,1,High
Milk,Frozen Container,morning,7.21,32.91,62.87,-2.88,947,1,5.88,0.8,0.95,0.4416,0,Medium
Dairy,Normal Truck,night,20.98,24.12,56.24,22.91,777,0,18.91,0.7,0.0,1.0,1,High
Eggs,Refrigerated Truck,evening,10.84,24.67,61.73,4.81,537,1,1.31,0.6,0.75,0.3637,0,Medium
Fish,Frozen Container,morning,3.63,21.01,68.37,-4.0,93,1,5.0,0.95,0.95,0.4648,0,Medium
Meat,Refrigerated Truck,morning,12.61,27.11,41.06,7.69,917,1,7.69,0.9,0.75,0.59,1,Medium
Vegetables,Normal Truck,evening,26.57,15.62,61.87,14.84,882,0,8.84,0.5,0.0,0.8114,1,High
Vegetables,Frozen Container,night,9.48,18.3,47.23,0.75,844,1,5.25,0.5,0.95,0.3589,0,Medium
Milk,Refrigerated Truck,morning,9.44,18.47,56.13,6.43,82,1,3.43,0.8,0.75,0.4347,0,Medium
Eggs,Normal Truck,afternoon,17.98,33.34,76.47,31.67,696,0,28.17,0.6,0.0,0.958,1,High
Fish,Normal Truck,evening,23.85,21.87,61.89,20.78,693,0,19.78,0.95,0.0,1.0,1,High
Fish,Normal Truck,morning,28.25,34.29,66.04,32.57,173,0,31.57,0.95,0.0,1.0,1,High
Meat,Normal Truck,evening,23.99,29.87,69.95,28.38,192,0,28.38,0.9,0.0,1.0,1,High
Vegetables,Refrigerated Truck,morning,7.74,37.59,74.09,5.73,490,1,0.27,0.5,0.75,0.3488,0,Medium
Fish,Normal Truck,morning,16.76,42.47,49.01,40.35,540,0,39.35,0.95,0.0,1.0,1,High
Milk,Normal Truck,evening,27.69,19.36,65.85,18.39,608,0,15.39,0.8,0.0,1.0,1,High
Meat,Normal Truck,afternoon,2.22,35.03,64.62,33.28,615,0,33.28,0.9,0.0,0.8424,1,High
Milk,Refrigerated Truck,afternoon,16.83,24.53,67.53,7.77,326,1,4.77,0.8,0.75,0.5937,1,Medium
Dairy,Refrigerated Truck,afternoon,17.3,29.69,42.41,4.67,567,1,0.67,0.7,0.75,0.4735,0,Medium
Vegetables,Normal Truck,evening,20.88,17.05,94.72,16.2,99,0,10.2,0.5,0.0,0.8226,1,High
Dairy,Normal Truck,night,19.82,22.47,62.37,21.35,748,0,17.35,0.7,0.0,0.9693,1,High
Meat,Refrigerated Truck,morning,8.14,30.39,90.57,3.28,360,1,3.28,0.9,0.75,0.5328,1,Medium
Fruits,Refrigerated Truck,morning,28.88,32.08,93.75,4.36,296,1,3.14,0.4,0.75,0.5584,1,Medium
Meat,Refrigerated Truck,night,10.68,18.48,65.2,2.98,642,1,2.98,0.9,0.75,0.568,1,Medium
Dairy,Normal Truck,morning,2.25,27.64,90.94,26.26,987,0,22.26,0.7,0.0,0.8386,1,High
Eggs,Frozen Container,morning,8.22,26.69,86.64,3.08,505,1,0.42,0.6,0.95,0.3287,0,Medium
Fruits,Frozen Container,night,20.55,16.78,55.89,4.9,809,1,2.6,0.4,0.95,0.3947,0,Medium
Meat,Frozen Container,morning,3.26,38.55,60.44,2.54,453,1,2.54,0.9,0.95,0.3265,0,Medium
Meat,Normal Truck,night,12.82,23.61,62.86,22.43,163,0,22.43,0.9,0.0,1.0,1,High
Milk,Refrigerated Truck,afternoon,27.71,20.75,67.83,6.51,764,1,3.51,0.8,0.75,0.6444,1,High
Milk,Normal Truck,night,18.29,21.55,71.9,20.47,148,0,17.47,0.8,0.0,0.9362,1,High
Vegetables,Refrigerated Truck,evening,9.91,20.3,89.18,7.08,376,1,1.08,0.5,0.75,0.4377,0,Medium
Eggs,Refrigerated Truck,night,15.93,18.07,72.51,3.77,602,1,0.27,0.6,0.75,0.4255,0,Medium
Eggs,Refrigerated Truck,night,19.81,20.47,56.24,4.76,470,1,1.26,0.6,0.75,0.4572,0,Medium
Vegetables,Frozen Container,afternoon,26.52,32.56,55.54,4.31,328,1,1.69,0.5,0.95,0.5302,1,Medium
Eggs,Refrigerated Truck,morning,23.44,18.0,62.91,4.17,615,1,0.67,0.6,0.75,0.4858,0,Medium
Eggs,Refrigerated Truck,morning,10.51,24.22,40.08,3.15,864,1,0.35,0.6,0.75,0.3848,0,Medium
Vegetables,Refrigerated Truck,evening,20.57,26.13,86.66,5.66,392,1,0.34,0.5,0.75,0.446,0,Medium
Milk,Refrigerated Truck,night,27.25,27.1,94.17,6.57,553,1,3.57,0.8,0.75,0.6169,1,High
Dairy,Normal Truck,night,20.51,16.18,69.95,15.37,251,0,11.37,0.7,0.0,0.8157,1,High
Meat,Refrigerated Truck,morning,12.13,43.63,74.77,6.55,684,1,6.55,0.9,0.75,0.5834,1,Medium
Dairy,Normal Truck,morning,21.84,22.65,93.48,21.51,944,0,17.51,0.7,0.0,1.0,1,High
Eggs,Frozen Container,afternoon,27.79,36.75,80.09,-1.55,687,1,5.05,0.6,0.95,0.6138,1,High
Meat,Frozen Container,morning,7.47,27.32,58.46,-3.43,357,1,3.43,0.9,0.95,0.4665,0,Medium
Eggs,Normal Truck,evening,17.38,19.68,66.54,18.7,149,0,15.2,0.6,0.0,0.8496,1,High
Vegetables,Refrigerated Truck,morning,2.71,40.65,40.63,5.7,875,1,0.3,0.5,0.75,0.2498,0,Low
Dairy,Normal Truck,morning,29.08,19.4,67.76,18.43,332,0,14.43,0.7,0.0,1.0,1,High
Dairy,Normal Truck,night,24.4,23.29,61.81,22.13,940,0,18.13,0.7,0.0,1.0,1,High
Eggs,Frozen Container,afternoon,26.4,36.16,83.82,-1.87,568,1,5.37,0.6,0.95,0.5952,1,Medium
Eggs,Frozen Container,afternoon,25.32,42.46,40.67,-3.37,513,1,6.87,0.6,0.95,0.5125,1,Medium
Vegetables,Normal Truck,afternoon,11.35,37.78,62.25,35.89,167,0,29.89,0.5,0.0,0.8131,1,High
Fish,Normal Truck,afternoon,4.35,27.0,77.26,25.65,940,0,24.65,0.95,0.0,0.9013,1,High
Vegetables,Normal Truck,morning,23.98,37.8,46.39,35.91,264,0,29.91,0.5,0.0,0.9242,1,High
Fish,Refrigerated Truck,morning,4.84,25.5,55.2,7.49,763,1,6.49,0.95,0.75,0.4956,0,Medium
Meat,Normal Truck,afternoon,29.18,21.06,62.2,20.01,131,0,20.01,0.9,0.0,1.0,1,High
Meat,Normal Truck,morning,11.7,28.74,54.54,27.3,827,0,27.3,0.9,0.0,1.0,1,High
Meat,Refrigerated Truck,afternoon,29.12,34.3,44.23,7.55,718,1,7.55,0.9,0.75,0.6884,1,High
Vegetables,Frozen Container,morning,4.58,34.17,74.3,0.53,416,1,5.47,0.5,0.95,0.4003,0,Medium
Dairy,Frozen Container,evening,20.93,25.6,73.55,0.26,794,1,3.74,0.7,0.95,0.5915,1,Medium
Fish,Refrigerated Truck,morning,6.87,21.16,64.7,7.67,870,1,6.67,0.95,0.75,0.5517,1,Medium
Fish,Refrigerated Truck,night,21.63,25.2,62.45,4.31,930,1,3.31,0.95,0.75,0.6528,1,High
Eggs,Normal Truck,morning,14.61,43.85,61.95,41.66,286,0,38.16,0.6,0.0,0.9511,1,High
Dairy,Refrigerated Truck,morning,15.95,38.06,57.99,6.49,805,1,2.49,0.7,0.75,0.5181,1,Medium
Eggs,Normal Truck,night,26.12,27.26,68.2,25.9,972,0,22.4,0.6,0.0,0.9988,1,High
Milk,Frozen Container,morning,20.78,36.92,51.22,-3.01,88,1,6.01,0.8,0.95,0.5843,1,Medium
Eggs,Frozen Container,night,27.52,15.44,59.58,-2.29,415,1,5.79,0.6,0.95,0.6352,1,High
Meat,Normal Truck,evening,18.65,20.58,58.32,19.55,387,0,19.55,0.9,0.0,1.0,1,High
Dairy,Frozen Container,evening,15.82,19.25,83.27,1.17,436,1,2.83,0.7,0.95,0.5332,1,Medium
Dairy,Frozen Container,afternoon,12.39,42.86,72.14,-1.66,906,1,5.66,0.7,0.95,0.5225,1,Medium
Vegetables,Normal Truck,afternoon,26.08,18.95,83.31,18.0,819,0,12.0,0.5,0.0,0.8297,1,High
Vegetables,Refrigerated Truck,afternoon,15.98,32.45,47.94,2.38,384,1,3.62,0.5,0.75,0.4624,0,Medium
Meat,Frozen Container,afternoon,23.98,34.17,51.06,0.03,263,1,0.03,0.9,0.95,0.5757,1,Medium
Vegetables,Frozen Container,morning,23.4,29.06,76.03,4.24,434,1,1.76,0.5,0.95,0.4692,0,Medium
Fruits,Normal Truck,morning,24.02,43.45,81.07,41.28,670,0,33.78,0.4,0.0,0.9427,1,High
Vegetables,Normal Truck,morning,10.67,24.75,68.33,23.51,584,0,17.51,0.5,0.0,0.8491,1,High
Milk,Normal Truck,morning,11.91,40.37,83.41,38.35,360,0,35.35,0.8,0.0,0.9721,1,High
Fruits,Refrigerated Truck,afternoon,12.46,25.33,52.75,2.62,930,1,4.88,0.4,0.75,0.366,0,Medium
Milk,Refrigerated Truck,evening,25.21,20.23,68.69,6.06,310,1,3.06,0.8,0.75,0.629,1,High
Fish,Refrigerated Truck,morning,2.37,25.99,65.26,3.08,648,1,2.08,0.95,0.75,0.4325,0,Medium
Dairy,Frozen Container,night,5.29,17.48,40.11,0.32,499,1,3.68,0.7,0.95,0.3292,0,Medium
Dairy,Normal Truck,afternoon,2.54,22.48,89.0,21.35,683,0,17.35,0.7,0.0,0.8308,1,High
Meat,Frozen Container,night,18.3,16.78,51.65,-2.55,60,1,2.55,0.9,0.95,0.5433,1,Medium
Fish,Refrigerated Truck,evening,22.98,23.58,94.24,4.49,186,1,3.49,0.95,0.75,0.6636,1,High
Dairy,Normal Truck,evening,21.01,21.18,81.45,20.12,974,0,16.12,0.7,0.0,0.8564,1,High
Dairy,Normal Truck,afternoon,2.62,43.52,78.31,41.34,294,0,37.34,0.7,0.0,0.8157,1,High
Fruits,Normal Truck,evening,6.0,25.38,51.34,24.11,374,0,16.61,0.4,0.0,0.7215,1,High
Meat,Normal Truck,evening,13.74,15.27,83.6,14.51,586,0,14.51,0.9,0.0,0.9724,1,High
Fish,Normal Truck,evening,17.7,24.43,77.87,23.21,429,0,22.21,0.95,0.0,1.0,1,High
Milk,Normal Truck,morning,25.0,40.77,66.68,38.73,996,0,35.73,0.8,0.0,1.0,1,High
Dairy,Normal Truck,evening,14.64,17.75,87.02,16.86,478,0,12.86,0.7,0.0,0.8472,1,High
Dairy,Refrigerated Truck,morning,24.5,42.35,51.19,2.25,785,1,1.75,0.7,0.75,0.5576,1,Medium
Dairy,Frozen Container,morning,22.81,40.89,70.01,-4.26,98,1,8.26,0.7,0.95,0.6738,1,High
Eggs,Normal Truck,evening,3.2,21.7,43.85,20.61,255,0,17.11,0.6,0.0,0.7014,1,High
Fish,Frozen Container,afternoon,12.49,27.98,42.49,2.09,528,1,1.09,0.95,0.95,0.4678,0,Medium
Vegetables,Frozen Container,night,4.67,16.56,42.68,2.67,981,1,3.33,0.5,0.95,0.3724,0,Medium
Meat,Refrigerated Truck,morning,16.59,27.46,77.26,2.84,549,1,2.84,0.9,0.75,0.6236,1,High
Fruits,Frozen Container,evening,20.55,20.2,61.49,4.08,491,1,3.42,0.4,0.95,0.5043,1,Medium
Eggs,Frozen Container,evening,14.13,26.61,86.89,1.32,806,1,2.18,0.6,0.95,0.4426,0,Medium
Fruits,Frozen Container,afternoon,12.81,33.89,50.2,-2.85,286,1,10.35,0.4,0.95,0.3894,0,Medium
Dairy,Refrigerated Truck,night,22.28,26.19,70.69,6.18,779,1,2.18,0.7,0.75,0.6112,1,High
Meat,Refrigerated Truck,night,14.07,23.24,69.33,7.63,244,1,7.63,0.9,0.75,0.5895,1,Medium
Dairy,Normal Truck,morning,16.8,40.3,65.47,38.28,671,0,34.28,0.7,0.0,0.969,1,High
Dairy,Refrigerated Truck,evening,23.75,27.32,65.38,3.13,936,1,0.87,0.7,0.75,0.504,1,Medium
Vegetables,Refrigerated Truck,morning,22.94,22.07,51.95,3.56,726,1,2.44,0.5,0.75,0.5104,1,Medium
Dairy,Refrigerated Truck,night,11.04,28.47,88.85,6.42,793,1,2.42,0.7,0.75,0.4065,0,Medium
Eggs,Normal Truck,afternoon,4.64,38.2,84.7,36.29,942,0,32.79,0.6,0.0,0.8433,1,High
Meat,Frozen Container,morning,15.04,33.42,56.72,-3.7,830,1,3.7,0.9,0.95,0.5592,1,Medium
Vegetables,Frozen Container,evening,25.78,21.09,40.75,1.54,557,1,4.46,0.5,0.95,0.5263,1,Medium
Vegetables,Frozen Container,evening,16.33,15.08,91.61,3.64,758,1,2.36,0.5,0.95,0.4993,0,Medium
